ID,Name,Frequency [MHz],Status,Description
47541,HIBER-4,2235.487,active,S-band telemetry
14154,HILAT,401.99,invalid,UHF Unknown
14154,HILAT,401.993,active,UHF Unknown
14154,HILAT,1239.084,active,Mode L Beacon
14154,HILAT,413.028,active,Mode U Beacon
14154,HILAT,390.082,active,390 Beacon
14154,HILAT,137.676,active,Mode V
None,Himawari-6 (MTSAT-1R),1677,inactive,Raw data
None,Himawari-6 (MTSAT-1R),2029.1,inactive,High resolution data. Service terminated in Dec 2015
None,Himawari-6 (MTSAT-1R),1687.1,inactive,High resolution data. Service terminated in Dec 2015.
None,Himawari-6 (MTSAT-1R),2029.1,inactive,High resolution data - This service was terminated in March 2008
None,Himawari-6 (MTSAT-1R),1687.1,inactive,High resolution data - This service was terminated in March 2008
None,Himawari-6 (MTSAT-1R),2033,inactive,Selected data. Service terminated in Dec 2015.
None,Himawari-6 (MTSAT-1R),1691,inactive,Selected data.  Service terminated in Dec 2015.
None,Himawari-6 (MTSAT-1R),2033,active,Weather facsimile - This service was terminated in March 2008
None,Himawari-6 (MTSAT-1R),1691,active,Weather facsimile - This service was terminated in March 2008
None,Himawari-6 (MTSAT-1R),2034.933,inactive,DCP interrogation
None,Himawari-6 (MTSAT-1R),2034.925,inactive,DCP interrogation
None,Himawari-6 (MTSAT-1R),2034.974,inactive,DCP interrogation
None,Himawari-6 (MTSAT-1R),402 - 402.4,inactive,DCP reports
None,Himawari-6 (MTSAT-1R),402 - 402.4,inactive,DCP reports
None,Himawari-6 (MTSAT-1R),402 - 402.4,inactive,DCP reports
None,Himawari-6 (MTSAT-1R),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-6 (MTSAT-1R),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-6 (MTSAT-1R),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-7 (MTSAT-2),1677,inactive,Raw data
None,Himawari-7 (MTSAT-2),2029.1,inactive,High resolution data
None,Himawari-7 (MTSAT-2),1687.1,inactive,High resolution data
None,Himawari-7 (MTSAT-2),2033,inactive,Selected data
None,Himawari-7 (MTSAT-2),1691,inactive,Selected data
None,Himawari-7 (MTSAT-2),2034.933,inactive,DCP interrogation
None,Himawari-7 (MTSAT-2),2034.925,inactive,DCP interrogation
None,Himawari-7 (MTSAT-2),2034.974,inactive,DCP interrogation
None,Himawari-7 (MTSAT-2),402 - 402.4,inactive,DCP reports
None,Himawari-7 (MTSAT-2),402 - 402.4,inactive,DCP reports
None,Himawari-7 (MTSAT-2),402 - 402.4,inactive,DCP reports
None,Himawari-7 (MTSAT-2),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-7 (MTSAT-2),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-7 (MTSAT-2),1694.3 - 1694.7,inactive,DCP report relay
None,Himawari-8,18284.6,inactive,Raw data
None,Himawari-8,18284.6,inactive,Raw data
None,Himawari-8,402 - 402.4,inactive,DCP reports
None,Himawari-8,402 - 402.4,inactive,DCP reports
None,Himawari-8,402 - 402.4,inactive,DCP reports
None,Himawari-8,18399 - 18400,inactive,DCP report relay
None,Himawari-8,18399 - 18400,inactive,DCP report relay
None,Himawari-8,18399 - 18400,inactive,DCP report relay
None,Himawari-9,18284.6,inactive,Raw data
None,Himawari-9,18284.6,inactive,Raw data
None,Himawari-9,402 - 402.4,inactive,DCP reports
None,Himawari-9,402 - 402.4,inactive,DCP reports
None,Himawari-9,402 - 402.4,inactive,DCP reports
None,Himawari-9,18399 - 18400,inactive,DCP report relay
None,Himawari-9,18399 - 18400,inactive,DCP report relay
None,Himawari-9,18399 - 18400,inactive,DCP report relay
39445,HINCUBE,437.305,active,Telem
33320,HJ-1A,2241.597328,active,Telemetry
33321,HJ-1B,2209.794165,active,Telemetry
38997,HJ-1C,2233.56029,active,Telemetry
54035,HJ-2E,2203.202,active,BPSK
40011,Hodoyoshi 4,2263.6,active,Mode S Down
40011,Hodoyoshi 4,2263.577,active,Mode S STRF
40299,HODOYOSHI-1,467.674,active,Downlink
42718,HOOPOE,437.74,inactive,TLM AX.25 BPSK
38340,HORYU 2,437.372,active,CW TLM
41340,HORYU-IV,437.375,active,CW Beacon
41340,HORYU-IV,437.375,active,1k2 AFSK TLM
41340,HORYU-IV,2400.3,active,S-Band TLM
41340,HORYU-IV,437.373,active,CW Beacon (current)
55182,HSKSAT,437.275,active,Mode U - GMSK9k6
55182,HSKSAT,437.275,active,Mode U - AFSK1k2
55182,HSKSAT,2400.3,active,Mode S - GMSK9k6
55182,HSKSAT,2400.3,active,Mode S - BPSK 100ksps
53462,HSU-SAT1,437.28,active,Mode U - CW Beacon
53462,HSU-SAT1,437.28,active,Mode U - SSTV
53462,HSU-SAT1,437.28,active,Mode U - GMSK9k6
53462,HSU-SAT1,437.28,invalid,Mode U - FSK 9k6 TLM
53462,HSU-SAT1,437.28,active,Mode U - AFSK 1k2 TLM
44705,HUANGPU-1,401.8,active,Downlink
39433,HUMSAT-D,437.325,active,CW Beacon
39433,HUMSAT-D,437.325,active,Mode U - AFSK U482C
45119,HuskySat-1,435.8,active,Mode U BPSK1k2 TLM
45119,HuskySat-1,24049,active,Mode K Experimental BPSK 1Mbps
45119,HuskySat-1,435.81,active,Mode V/U Transponder
45119,HuskySat-1,435.81,active,Mode V/U Transponder
55093,Huygens,401.5,active,Mode U - TLM
99458,HYPSO-1,400.575,active,Mode U - FM
99458,HYPSO-1,401.5,active,Mode U - FM
43719,HYSIS,2245,active,Mode S Center
43719,HYSIS,2262.84,active,Mode S STRF
42731,I-INSPIRE II,436.33,active,TLM MSK
99457,ICEYE-X16,401.25,active,Mode U - FM
39432,ICUBE-1,145.947,active,FM to DSB
39432,ICUBE-1,145.947,active,Mode V BPSK1k2 TLM
47458,IDEASSat,437.345,active,Mode U - 9k6 GMSK
47458,IDEASSat,2420,active,Mode S - QPSK 2Mbps
6893,IMP-8,148.98,active,Downlink
99426,INCA,437.125,active,Mode U - GMSK9k6
42770,INFLATESAIL,436.06,inactive,TLM 1k2 BPSK
28628,INMARSAT 4-F1,1545.9525,active,Outernet Asia/Pacific
43738,InnoSat 2,437.45,active,AX25 50KHz wide
43738,InnoSat 2,435.5,active,GMSK4k8
43738,InnoSat 2,437.45,active,TLM
43116,INS-1C,435.08,active,INS-1C telemetry downlink
54365,INS-2B,145.825,active,APRS digipeater
54365,INS-2B,435.08,active,Mode U - FSK 1k2
54365,INS-2B,435.080589,invalid,UHF Unknown
51658,INS-2TD,435.08,active,Mode U - FSK 1k2
None,INSAT-3A,4501.5,inactive,VHRR raw data
None,INSAT-3A,4508.93,inactive,CCD raw data
None,INSAT-3A,402.75,inactive,DCP reports
None,INSAT-3A,4504.2,inactive,DCP relay
None,INSAT-3C,2599.23,active,Meteorological Data Distribution including data originated from INSAT-3A
None,INSAT-3C,2559.23,active,Cyclone Warning Dissemination System for selected INSAT-3A data activated in the cyclone season
None,INSAT-3D,4781,inactive,IMAGER raw data
None,INSAT-3D,4798,inactive,SOUNDER raw data
None,INSAT-3D,402.75,inactive,DCP reports
None,INSAT-3D,4506.05,inactive,DCP relay
None,INSAT-3DR,4781,inactive,IMAGER raw data
None,INSAT-3DR,4798,inactive,SOUNDER raw data
None,INSAT-3DR,402.75,inactive,DCP reports
None,INSAT-3DR,4506.05,inactive,DCP relay
None,INSAT-3DS,4781,inactive,IMAGER raw data
None,INSAT-3DS,4798,inactive,SOUNDER raw data
None,INSAT-3DS,402.75,inactive,DCP reports
None,INSAT-3DS,4506.05,inactive,DCP relay
99245,INSPIRE-SAT 7,437.41,active,Mode U TLM - BPSK9k6 AX.25
99245,INSPIRE-SAT 7,435.2,active,Mode V/U - FM Transceiver
51657,INSPIRESat-1,437.5,active,Mode U - GFSK 9k6 AX.25
48912,ION SCV-003,437.515,active,Mode U - FSK 1k2 AX.100
99479,ION SCV-004,401.415,active,Mode U - FSK1k2 AX.100
99479,ION SCV-004,437.515,active,Mode U - FSK 1k2 AX.100
52163,ION SCV-005,401.415,active,Mode U - FSK1k2 AX.100
52163,ION SCV-005,437.515,active,Mode U - FSK 1k2 AX.100
99394,ION SCV-006,401.415,active,Mode U - FSK1k2 AX.100
55060,ION SCV-007,401.415,active,Mode U - FSK1k2 AX.100
55051,ION SCV-008,401.415,active,Mode U - FSK1k2 AX.100
46274,ION-MK01,2261.5,active,Mode S
46274,ION-MK01,437.515,active,Mode U - FSK 1k2 AX.100
43468,IRAZU,436.5,active,TLM FSK9K6
42803,Iridium 113,1623.192,active,Iridium 113
43072,Iridium 116,1623.859,active,Iridium 116
43073,Iridium 130,1623.192,active,Iridium 130
51044,IRIS-A,436.915,active,Mode U - GMSK9k6 AX.25
51044,IRIS-A,435.575,active,Mode U - LoRa
21688,IRS-1B,149.522,active,Downlink
43693,IRVINE-01,437.8,active,FSK9k6 AX.25 TLM
43693,IRVINE-01,437.8,active,CW Beacon
99915,IRVINE-02,437.45,active,FSK9k6
3669,ISIS-1,136.41,active,carrier wave
53381,ISOI,437.65,active,Mode U - GMSK 2k4 (USP FEC) TLM
25544,ISS,145.825,active,Mode V APRS
25544,ISS,145.8,active,Mode V/V FM (crew R2+3)
25544,ISS,145.8,active,Mode V/V FM (crew R1)
25544,ISS,145.48,inactive,TEMP Off-Frequency SSTV
25544,ISS,143.625,active,VHF-1 Soyuz Communication - FMN
25544,ISS,130.167,active,VHF-2 Soyuz Communication - FMN
25544,ISS,437.023,inactive,Tomsk-TPU-120
25544,ISS,437.05,inactive,Tanusha FM
25544,ISS,121.75,active,Soyuz / Orlan space suit
25544,ISS,137.6257,active,Mystery transmitter 137.6257MHz
25544,ISS,2265,active,ISS CCSDS Data 1
25544,ISS,437.8,active,Mode V/U FM - Voice Repeater
25544,ISS,145.825,inactive,Mode V/V APRS
25544,ISS,437.8,active,IORS Telemetry
25544,ISS,437.8,invalid,Mode V/U FM Voice
25544,ISS,468.1,active,ICARUS Animal-Tracker Experiment
25544,ISS,468.1,invalid,ICARUS
25544,ISS,437.525,inactive,UHF School Contact Downlink (Backup During SSTV event)
25544,ISS,632,active,"Control Module ""Zarya"""
25544,ISS,630.128,active,"Service Module ""Zvezda"" (Upper side band)"
25544,ISS,145.8,invalid,ISS SSTV
25544,ISS,435.4,active,Mode U - Possibly Voice
25544,ISS,145.8,inactive,Mode V Imaging
25544,ISS,121.1,active,Suit 1
25544,ISS,121.275,active,Suit 2
25544,ISS,145.8,inactive,Mode U/V FM Voice
25544,ISS,437.55,inactive,Mode U APRS Digi
25544,ISS,414.2,active,EMU
25544,ISS,417.1,active,EMU Alt
25544,ISS,2425,active,Mode S1
25544,ISS,2375,active,Mode S2
25544,ISS,400.575,active,EVA/WVS
25544,ISS,637.5,active,Rassvet
25544,ISS,400.5,active,CUCU (SpaceX COTS UHF Communication Unit)
25544,ISS,2205.5,active,SpaceX Dragon Wideband Telemetry
25544,ISS,2216,active,SpaceX Dragon narrowband telemetry
25544,ISS,2213.5,active,SpaceX Falcon Wideband Telemetry
49017,IT-SPINS,437.405,active,Mode U - GMSK19k2
22826,ITAMSAT,437.822,inactive,Mode JD
22826,ITAMSAT,435.86,active,1k2 BPSK TLM
43786,ITASAT 1,145.86,active,BPSK1k2 AX.25 TLM
43786,ITASAT 1,2400.15,active,BPSK14k4
41932,ITF-2,437.525,active,Beacon
35935,ITUPSAT 1,437.325,active,GFSK Telemetry
35935,ITUPSAT 1,437.325,active,CW Beacon
35935,ITUPSAT 1,437.3225,active,GMSK Telemetry Drifted
99341,JAGSAT-1,437.325,active,Mode U - GFSK 9k6 G3RUH AX25 TLM
44419,JAISAT-1,435.325,active,Mode U GMSK4k8 TLM
44419,JAISAT-1,435.935,active,Mode V/U Transpoder
44419,JAISAT-1,435.325,active,Mode U CW Beacon
44419,JAISAT-1,435.7,active,Mode U GMSK4k8 MOBITEX
24278,JAS-2,435.795,active,Mode U CW Beacon
24278,JAS-2,435.8,active,Mode V/U Linear Transponder
24278,JAS-2,435.91,active,Mode U Digitalker
None,JASON-2,5300,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-2,5300,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-2,13575,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-2,2268.465,inactive,Telemetry and Altimeter stored data
None,JASON-3,5300,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-3,5300,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-3,13575,inactive,FM Pulse Radar. Telemetry and Altimeter real-time data
None,JASON-3,2215.92,inactive,Telemetry and Altimeter stored data
40961,JILIN 1,2231.275,active,Telemetry
46454,JILIN-01 GAOFEN 3B,1615.659104,active,Jillin Mysterious Pip
52444,JILIN-01 GAOFEN 3D 27,1615.698,active,Jillin Mysterious Pip
52445,JILIN-01 GAOFEN 3D 28,1615.694,active,Jillin Mysterious Pip
52390,JILIN-01 GAOFEN 3D 5,1615.693,active,Jillin Mysterious Pip
52392,JILIN-01 GAOFEN 3D 7,1615.696,active,Jillin Mysterious Pip
46457,JILIN-01 GAOFEN 3E,1615.661645,active,Jillin Mysterious Pip
46458,JILIN-01 GAOFEN 3F,1615.664082,active,Jillin Mysterious Pip
46459,JILIN-01 GAOFEN 3G,1615.665521,active,Jillin Mysterious Pip
46460,JILIN-01 GAOFEN 3H,1615.665531,active,Jillin Mysterious Pip
46462,JILIN-01 GAOFEN 3J,1615.655837,active,Jillin Mysterious Pip
52388,JILIN-01 GAOFEN 4A,1615.687,active,Jillin Mysterious Pip
43022,JILIN-01-04,2219.275,active,Telemetry
43023,JILIN-01-05,2228.175,active,Telemetry
43159,JILIN-01-07,2214.95,active,Telemetry
43160,JILIN-01-08,2244.975,active,Telemetry
43943,JILIN-01-09,2283.975,active,Telemetry
54682,Jilin-1 Gaofen-03D-44,400.28,active,UHF Unknown
41914,JILIN-1-03,2266.7,active,Telemetry
48255,Jin Zijing 1-02,401.3501,active,Downlink
49813,JINZIJING 1 03,401.6795,active,Mode U - Experimental
99897,JITSAT,436,active,Mode U - LoRa
99897,JITSAT,437.5,active,Mode U - AM/OOK
None,JPSS-2,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-2,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-2,7812,inactive,Real-time High Rate Data
None,JPSS-3,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-3,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-3,7812,inactive,Real-time High Rate Data
None,JPSS-4,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-4,26703.4,inactive,Stored Mission Data (info data rate)
None,JPSS-4,7812,inactive,Real-time High Rate Data
37839,JUGNU,437.275,active,CW Beacon
37839,JUGNU,437.505,active,TLM
43803,JY1Sat,145.855,active,U/V CW Transpoder
43803,JY1Sat,145.84,active,BPSK1k2 TLM
43803,JY1Sat,145.855,active,U/V SSB Transponder
99913,K2SAT,435.835,active,BPSK1k2 AX.25 TLM
99913,K2SAT,436.225,active,V/U FM Repeater
99913,K2SAT,2404,active,QPSK 250kbps
53378,KAI 1,435.665,active,Mode U 2k4 FSK USP AX25 TLM
53378,KAI 1,435.765,active,Mode U 2k4 FSK USP AX25 TLM
41915,KAIDUN-1,437.6,active,BPSK G3RUH 1k2
41915,KAIDUN-1,435.552,active,Possible second transmitter
40912,KAITUO 1B,145.475,active,9k6 GMSK TLM
40912,KAITUO 1B,437.95,active,9k6 GMSK TLM 440
None,Kalpana-1,4503.5,inactive,VHRR raw data
None,Kalpana-1,402.75,inactive,DCP reports
None,Kalpana-1,4506.05,inactive,DCP relay
99197,Kashiwa,145.825,active,1K2 APRS
99939,KAUSAT-5,437.265,active,9k6 FSK TLM
99939,KAUSAT-5,437.465,active,IARU 9k6 FSK TLM
99939,KAUSAT-5,2413,active,Mode S - MSK115k2
39731,KAZEOSAT 1,400.8,active,Mode U - Possibly Downlink
43787,KAZSCISAT-1,435.5,inactive,TLM
43787,KAZSCISAT-1,435.5,active,FSK9k6 TLM
43787,KAZSCISAT-1,2232,active,S-Band Payload
43157,KEPLER-0,400.799,active,Downlink
43729,KEPLER-1,400.799,active,Downlink
46319,KEPLER-2,400.8,active,Downlink
44046,KickSat-2,437.24,inactive,FSK1k2 AX.25 TLM
44046,KickSat-2,437.505,inactive,FSK1k2 AX.25 SPRITES
44046,KickSat-2,437.24,active,GMSK Sprites
44046,KickSat-2,437.505,active,FSK1k2 AX.25 Telemetry
52148,KITSUNE,437.375,active,Mode U - CW beacon
52148,KITSUNE,437.375,active,Mode U - GMSK4k8 AX.25
52148,KITSUNE,5840,active,Mode C - CW
52148,KITSUNE,5840,active,Mode C - GMSK4k8
52148,KITSUNE,5840,active,Mode C - QPSK 10/20Mbps
52148,KITSUNE,5840,active,Mode C - BPSK 100k/5Mbps
52148,KITSUNE,400.96,active,Mode U - CW
33499,KKS-1,437.385,active,CW Beacon
33499,KKS-1,437.445,active,Mode U MSG
44785,KL-Alpha A,2219.979,active,Mode S
47958,KMSL,437.265,active,Mode U - BPSK9k6
99921,KNACKSAT,435.635,active,GFSK1k2
99921,KNACKSAT,435.635,active,GFSK9k6
99921,KNACKSAT,435.635,active,CW
49402,KOSEN-1,435.525,active,Mode HF/U - Onboard SDR
49402,KOSEN-1,435.525,active,Mode U - AFSK1k2
49402,KOSEN-1,435.525,active,Mode U - GMSK9k6
49402,KOSEN-1,435.525,active,Mode U - CW Beacon
99325,KOSEN-2,None,active,IOT RECEIVER
99325,KOSEN-2,436.75,active,Mode U - AFSK1k2 - AX.25
99325,KOSEN-2,436.75,active,Mode U - GMSK9k6
99325,KOSEN-2,436.75,active,Mode U - CW
44427,KrakSat,435.5,invalid,Mode U GFSK9k6
44427,KrakSat,435.5,active,Mode U AFSK1k2
46912,KSM1-A,401.03,active,Mode U
46914,KSM1-B,401.06008,active,Mode U
46906,KSM1-C,401.12,active,Mode U
46907,KSM1-D,401.09,active,UHF Unknown
47954,KSU-Cubesat,437.13,active,Mode U - GMSK4k8 AX.25
99225,KuwaitSat-1,2208.5,active,Mode S - RX
99225,KuwaitSat-1,436.98,active,Mode U - TLM
99225,KuwaitSat-1,436.98,active,LoRa
53375,Kuzbass-300,437.7,active,Mode U - GMSK 2k4 (USP FEC) TLM
53375,Kuzbass-300,10495,active,Mode X - DVB-S2
39384,KYSAT-2,436.795,active,V/U APRS Data
99467,LabSat,435.2,active,Mode U - FM
99467,LabSat,401.1,active,Mode U - UHF
46492,LACUNASAT-3,401.5,active,UHF Low
46492,LACUNASAT-3,465,active,UHF High
46492,LACUNASAT-3,401.050531,active,Mode U
46492,LACUNASAT-3,868,active,868
46492,LACUNASAT-3,915,active,915
46492,LACUNASAT-3,399,active,UHF Unknown
43836,Ladybird 1,401.694089,active,Downlink
43837,Ladybird 2,401.606,active,Downlink
43838,Ladybird 3,400.187,active,Downlink
43839,Ladybird 4,400.187,active,Downlink
99494,LAIKA,401.7,active,Mode U - GFSK9k6
99494,LAIKA,401.7,active,Mode U - LoRa
40931,LAPAN-A2,145.825,active,APRS
40931,LAPAN-A2,435.88,active,V/U FM Voice (PL 88.5Hz)
40931,LAPAN-A2,437.425,active,AFSK1K2 TLM
40931,LAPAN-A2,145.825,active,50 mW 22 WPM
41603,LAPAN-A3,437.425,active,Mode 1200bps FFSK
41603,LAPAN-A3,8200,active,Mode X
53105,LARES-2,40000,active,532nm Retroreflector
49069,LEDSAT,435.19,active,Telemetry
44407,LEMUR 2 ALEX-MADDY,402.76,active,Mode U
44407,LEMUR 2 ALEX-MADDY,400.55,active,UHF Unknown
43559,LEMUR 2 ALEXANDER,400.55,active,UHF Unknown
48923,LEMUR 2 ANNABANANA,402.7,active,Mode U Spire
48923,LEMUR 2 ANNABANANA,402.788,active,UHF Unknown
43125,LEMUR 2 BROWNCOW,402.759998,active,Mode U - Spire Global
43125,LEMUR 2 BROWNCOW,400.55,active,UHF Unknown
47529,LEMUR 2 CHANTAL,402.758,active,UHF Unknown
43697,LEMUR 2 CHANUSIAK,400.55,active,UHF Unknown
44405,LEMUR 2 DUSTINTHEWIND,402.73,active,Mode U
44405,LEMUR 2 DUSTINTHEWIND,402.788,active,UHF Unknown
44409,LEMUR 2 EJATTA,402.788,active,UHF Unknown
42840,LEMUR 2 FURIAUS,402.7,active,Downlink
42840,LEMUR 2 FURIAUS,400.55,active,UHF Unknown
42840,LEMUR 2 FURIAUS,402.67,active,Downlink 2
44411,LEMUR 2 GREGROBINSON,402.67,active,Mode U Spire
44411,LEMUR 2 GREGROBINSON,402.788,active,UHF Unknown
48885,LEMUR 2 JACKSON,402.788,active,UHF Unknown
43184,LEMUR 2 KADI,400.551031,active,Mode U
52736,LEMUR 2 KAREN_B,400.55,active,UHF Unknown
44396,LEMUR 2 LILLYJO,402.788,active,UHF Unknown
43884,LEMUR 2 REMY-COLTON,402.64,active,Downlink
43884,LEMUR 2 REMY-COLTON,400.55,active,UHF Unknown
47511,LEMUR 2 RUAIRI EILIDH,402.788,active,UHF Unknown
46315,LEMUR 2 SCHMIDTFALL,400.55,active,Mode U - Experimental
46500,LEMUR 2 SLICERS,400.55,active,UHF Unknown
46317,LEMUR 2 SQUAREJAWS,402.788,active,UHF Unknown
43883,LEMUR 2 TINYKEV,400.52,active,UHF Unknown
43561,LEMUR 2 TOMHENDERSON,402.788,active,UHF Unknown
43183,LEMUR 2 URAMCHANSOL,400.550816,active,Mode U
43746,LEMUR 2 VLADIMIR,400.55,active,UHF Unknown
43746,LEMUR 2 VLADIMIR,402.64,active,Downlink
44402,LEMUR 2 WANLI,400.55,active,UHF Unknown
41871,LEMUR 2 XIAOQING,401.18,active,UHF Unknown
41871,LEMUR 2 XIAOQING,400.55,active,UHF Unknown
44413,LEMUR 2 YNDRD,402.788,active,UHF Unknown
46502,LEMUR-2-SUSURRUS,402.64,active,Mode U 1
46502,LEMUR-2-SUSURRUS,400.24,active,Mode U 2
1002,LES-1,236.997,active,carrier wave
51509,Light-1,437.71,active,Mode U - FSK1k2
40661,LIGHTSAIL-1,437.435,inactive,AX25 Transponder
44420,LIGHTSAIL-2,437.025,active,Mode U CW Beacon
44420,LIGHTSAIL-2,437.025,active,Mode U FSK9k6 AX.25
40908,LILACSAT 2,437.2,active,CW Beacon
40908,LILACSAT 2,437.2,active,FM Transponder
40908,LILACSAT 2,144.39,active,APRS Digipeater
40908,LILACSAT 2,437.225,active,GFSK Telemetry
40908,LILACSAT 2,437.2,active,BPSK Telemetry
42725,LILACSAT-1,436.51,active,TLM BPSK9k6
42725,LILACSAT-1,436.51,active,FM to Codec2 Transponder
40960,LINGQIAO VIDEO B,2274.35,active,Telemetry
43942,LINGQUE 1A,401.8,active,Downlink
42714,LINK,436.03,active,TLM BPSK
42768,LITUANICASAT-2,437.265,active,TLM 9k6 FSK
99233,LORIS,437.165,active,UHF 9k6 GMSK Telemetry
40958,LQSAT,2404,active,TLM
40958,LQSAT,437.65,active,TLM
40958,LQSAT,437.65,active,TLM
51284,LT-1 O1A,2201.305,active,Telemetry
44406,Lucky-7,437.525,active,Mode U GFSK4k8 TLM
43908,LUME-1,437.06,inactive,TLM
43908,LUME-1,437.06,active,Mode U - GMSK9k6
43908,LUME-1,437.06,active,Mode U - GMSK4k8
99346,Lunar-IceCube,400.6,invalid,Deep space beacon
99346,Lunar-IceCube,8498.95,active,X-Band
43485,Luojia-1,437.25,active,Telem
43485,Luojia-1,148.375,active,Mode V Downlink
20442,LUSAT,437.15,active,BPSK 1k2 Transceiver
20442,LUSAT,437.125,active,Mode U TLM
99264,LYNK TOWER 1,890.7,active,890.7 Center
99264,LYNK TOWER 1,2260,active,Mode S down
99264,LYNK TOWER 1,941,active,941 GSM2 Center
37855,M-CUBED & EXP-1 PRIME,437.485,active,FSK TLM
37855,M-CUBED & EXP-1 PRIME,437.505,active,Explorer 1 Prime Unit 2 Beacon
37855,M-CUBED & EXP-1 PRIME,437.4935,active,PE0SAT - 1k2 FSK
45727,M2 PATHFINDER,449.538,active,TLM
41605,M3MSat,400.575,active,Mode U - TLM
41605,M3MSat,161.975,active,Mode V 1
41605,M3MSat,162.025,active,Mode V 2
44109,M6P,437.265,active,FSK9k6
99328,MAGNARO A,145.85,active,Mode V - AFSK1k2 - AX.25
99328,MAGNARO A,145.85,active,Mode V - GMSK9k6
99328,MAGNARO A,436.325,inactive,Mode U - AFSK1k2 - SatLink
99328,MAGNARO A,145.85,active,Mode V - CW
99328,MAGNARO A,145.85,inactive,Mode V - GMSK19k2
99327,MAGNARO B,436.325,active,Mode U - AFSK1k2 - AX.25
99327,MAGNARO B,145.85,inactive,Mode V - AFSK1k2 - SatLink
99327,MAGNARO B,436.325,active,Mode U - GMSK9k6
99327,MAGNARO B,436.325,inactive,Mode U - GMSK19k2
99327,MAGNARO B,436.325,active,Mode U - CW
48907,MANDRAKE 2 ABLE,400.4979,active,Mode U - Downlink
48908,Mandrake 2B,400.4975,active,Mode U - Downlink
55123,MARIO,437.485,active,9k6 FSK TLM
54227,MATS,2214,active,S-Band OQPSK
42778,MAX VALIER SAT,145.86,active,GMSK Telemetry
42778,MAX VALIER SAT,145.96,active,CW Beacon
43590,MAYA-1,437.375,active,CW BEACON
43590,MAYA-1,145.825,active,APRS digipeater
47929,MAYA-2,145.825,active,Mode U - AFSK1k2 APRS
47929,MAYA-2,437.375,active,Mode U - FSK4k8 AX25 G3RUH
47929,MAYA-2,437.375,active,Mode U - CW Beacon
49273,MAYA-3,437.375,inactive,Mode U - GMSK4k8 AX.25
49273,MAYA-3,437.375,active,Mode U - CW Beacon
49273,MAYA-3,145.825,active,Mode U - AFSK1k2 - APRS Digipeater
49274,MAYA-4,437.375,inactive,Mode U - GMSK4k8 AX.25
49274,MAYA-4,437.375,active,Mode U - CW Beacon
49274,MAYA-4,145.825,active,Mode U - AFSK1k2 - APRS Digipeater
39469,MCUBED-2,437.48,active,GMSK 9k6
99463,MDASat-1A,401.075,active,Mode U - FM
99464,MDASat-1B,401.075,active,Mode U - FM
99465,MDASat-1C,401.075,active,Mode U - FM
99239,MDQSAT-1A,437.8,active,Beacon mode U
99239,MDQSAT-1A,436.9,active,Data mode U
99240,MDQSAT-1B,437.8,active,Beacon mode U
99240,MDQSAT-1B,436.9,active,Data mode U
99497,MDQube-SAT1,436.8,active,Mode U - LoRa
99497,MDQube-SAT1,437.2,active,Mode U - LoRa
26546,MegSat-1,137.905,active,Mode V - FM
99962,MEMSAT,437.35,active,BPSK9k6 TLM
99219,MESAT-1,1616.25,active,GlobalStar EyeStar 2M32G1D
35865,METEOR M-1,2200.647,active,CW Carrier
35865,METEOR M-1,137.097,active,Mode V - QPSK Telemetry
35865,METEOR M-1,1700,active,HRPT
40069,METEOR M-2,1700,active,HRPT
40069,METEOR M-2,137.9,inactive,LRPT 2
40069,METEOR M-2,137.1,active,LRPT 1
40069,METEOR M-2,5747.124,invalid,Mode C TLM
44387,METEOR M-2-2,137.1,inactive,LRPT S-E RHCP D 80 kbps
44387,METEOR M-2-2,137.9,inactive,LRPT S-E RHCP D 72 kbps
44387,METEOR M-2-2,1705,invalid,AHRPT S-E RHCP D 3000 kbps
44387,METEOR M-2-2,1544.5,active,SARSAT L-Band
44387,METEOR M-2-2,8320,active,Raw X-Band
44387,METEOR M-2-2,1700,active,HRPT
44387,METEOR M-2-2,3405.235,active,S-Band TLM
44387,METEOR M-2-2,5747.124,invalid,Mode C TLM
44387,METEOR M-2-2,8128,active,Raw X-Band
44387,METEOR M-2-2,402.2,invalid,DCS
44387,METEOR M-2-2,137.15,invalid,APT S-E RHCP D 1.7KHz
44387,METEOR M-2-2,137.85,invalid,APT S-E RHCP D 1.7KHz
44387,METEOR M-2-2,137.9125,invalid,LRPT S-E RHCP D 80 kbps
